scenario_id,student_id,rank,project_id
base,157,5,27
base,158,1,57
base,158,2,130
base,158,3,22
base,158,4,37
base,158,5,3
base,159,1,17
base,159,2,9
base,159,3,34
base,159,4,32
base,159,5,48
base,160,1,19
base,160,2,142
base,160,3,143
base,160,4,22
base,160,5,172
base,161,1,22
base,161,2,36
base,161,3,31
base,161,4,12
base,161,5,11
base,162,1,19
base,162,2,22
base,162,3,26
base,162,4,18
base,162,5,27
base,163,1,145
base,163,2,34
base,163,3,10
base,163,4,22
base,163,5,69
base,164,1,1
base,164,2,32
base,164,3,123
base,164,4,22
base,164,5,12
base,165,1,11
base,165,2,18
base,165,3,15
base,165,4,2
base,165,5,37
base,166,1,11
base,166,2,165
base,166,3,113
base,166,4,2
base,166,5,15
base,167,1,22
base,167,2,130
base,167,3,86
base,167,4,1
base,167,5,132
base,168,1,11
base,168,2,92
base,168,3,32
base,168,4,10
base,168,5,19
base,169,1,36
base,169,2,27
base,169,3,12
base,169,4,15
base,169,5,31
base,170,1,113
base,170,2,31
base,170,3,36
base,170,4,20
base,170,5,26
base,171,1,32
base,171,2,9
base,171,3,27
base,171,4,175
base,171,5,31
base,172,1,93
base,172,2,3
base,172,3,11
base,172,4,143
base,172,5,110
base,173,1,9
base,173,2,10
base,173,3,27
base,173,4,141
base,173,5,51
base,174,1,48
base,174,2,20
base,174,3,10
base,174,4,165
base,174,5,2
base,175,1,19
base,175,2,32
base,175,3,37
base,175,4,118
base,175,5,81
base,176,1,123
base,176,2,32
base,176,3,171
base,176,4,11
base,176,5,19
base,177,1,11
base,177,2,133
base,177,3,27
base,177,4,165
base,177,5,1
base,178,1,179
base,178,2,31
base,178,3,93
base,178,4,36
base,178,5,32
base,179,1,11
base,179,2,1
base,179,3,143
base,179,4,114
base,179,5,22
base,180,1,22
base,180,2,172
base,180,3,15
base,180,4,31
base,180,5,10
base,181,1,22
base,181,2,10
base,181,3,34
base,181,4,110
base,181,5,9
base,182,1,26
base,182,2,19
base,182,3,69
base,182,4,3
base,182,5,18
base,183,1,36
base,183,2,31
base,183,3,12
base,183,4,17
base,183,5,177
base,184,1,126
base,184,2,2
base,184,3,22
base,184,4,27
base,184,5,18
base,185,1,20
base,185,2,26
base,185,3,9
base,185,4,31
base,185,5,17
base,186,1,9
base,186,2,22
base,186,3,17
base,186,4,10
base,186,5,12
base,187,1,101
base,187,2,145
base,187,3,177
base,187,4,27
base,187,5,11
base,188,1,36
base,188,2,26
base,188,3,17
base,188,4,9
base,188,5,3
base,189,1,17
base,189,2,19
base,189,3,10
base,189,4,31
base,189,5,36
base,190,1,108
base,190,2,84
base,190,3,2
base,190,4,141
base,190,5,22
base,191,1,133
base,191,2,19
base,191,3,27
base,191,4,34
base,191,5,3
base,192,1,27
base,192,2,12
base,192,3,11
base,192,4,18
base,192,5,191
base,193,1,2
base,193,2,34
base,193,3,9
base,193,4,20
base,193,5,22
base,194,1,18
base,194,2,2
base,194,3,15
base,194,4,165
base,194,5,17
base,195,1,2
base,195,2,18
base,195,3,10
base,195,4,9
base,195,5,12
base,196,1,177
base,196,2,11
base,196,3,143
base,196,4,36
base,196,5,27
base,197,1,143
base,197,2,119
base,197,3,37
base,197,4,3
base,197,5,12
base,198,1,34
base,198,2,32
base,198,3,179
base,198,4,20
base,198,5,109
base,199,1,22
base,199,2,166
base,199,3,109
base,199,4,32
base,199,5,12
base,200,1,125
base,200,2,143
base,200,3,11
base,200,4,12
base,200,5,18
base,201,1,32
base,201,2,2
base,201,3,20
base,201,4,57
base,201,5,34
base,202,1,34
base,202,2,31
base,202,3,196
base,202,4,1
base,202,5,9
base,203,1,15
base,203,2,12
base,203,3,20
base,203,4,10
base,203,5,27
base,204,1,9
base,204,2,12
base,204,3,106
base,204,4,32
base,204,5,22
base,205,1,34
base,205,2,32
base,205,3,2
base,205,4,10
base,205,5,9
base,206,1,11
base,206,2,183
base,206,3,18
base,206,4,1
base,206,5,178
base,207,1,19
base,207,2,22
base,207,3,36
base,207,4,31
base,207,5,17
base,208,1,101
base,208,2,32
base,208,3,3
base,208,4,2
base,208,5,1
base,209,1,34
base,209,2,27
base,209,3,2
base,209,4,32
base,209,5,175
base,210,1,17
base,210,2,81
base,210,3,2
base,210,4,18
base,210,5,26
base,211,1,46
base,211,2,18
base,211,3,11
base,211,4,36
base,211,5,1
base,212,1,31
base,212,2,177
base,212,3,10
base,212,4,19
base,212,5,2
base,213,1,19
base,213,2,26
base,213,3,22
base,213,4,3
base,213,5,31
base,214,1,59
base,214,2,26
base,214,3,3
base,214,4,2
base,214,5,34
base,215,1,31
base,215,2,12
base,215,3,19
base,215,4,68
base,215,5,11
base,216,1,27
base,216,2,31
base,216,3,32
base,216,4,11
base,216,5,18
base,217,1,10
base,217,2,37
base,217,3,20
base,217,4,80
base,217,5,178
base,218,1,18
base,218,2,10
base,218,3,17
base,218,4,138
base,218,5,125
base,219,1,11
base,219,2,10
base,219,3,1
base,219,4,15
base,219,5,19
base,220,1,110
base,220,2,53
base,220,3,132
base,220,4,12
base,220,5,19
base,221,1,34
base,221,2,11
base,221,3,2
base,221,4,17
base,221,5,12
base,222,1,1
base,222,2,31
base,222,3,36
base,222,4,83
base,222,5,112
base,223,1,32
base,223,2,196
base,223,3,1
base,223,4,31
base,223,5,83
base,224,1,49
base,224,2,31
base,224,3,22
base,224,4,10
base,224,5,26
base,225,1,17
base,225,2,34
base,225,3,66
base,225,4,36
base,225,5,19
base,226,1,19
base,226,2,12
base,226,3,119
base,226,4,2
base,226,5,20
base,227,1,191
base,227,2,20
base,227,3,34
base,227,4,17
base,227,5,2
base,228,1,17
base,228,2,12
base,228,3,36
base,228,4,110
base,228,5,27
base,229,1,26
base,229,2,37
base,229,3,2
base,229,4,3
base,229,5,36
base,230,1,22
base,230,2,37
base,230,3,27
base,230,4,36
base,230,5,18
base,231,1,18
base,231,2,11
base,231,3,19
base,231,4,9
base,231,5,2
base,232,1,20
base,232,2,109
base,232,3,32
base,232,4,36
base,232,5,49
base,233,1,27
base,233,2,107
base,233,3,15
base,233,4,12
base,233,5,10
base,234,1,34
base,234,2,12
base,234,3,9
base,234,4,31
base,234,5,32
base,235,1,1
base,235,2,17
base,235,3,18
base,235,4,9
base,235,5,3
base,236,1,34
base,236,2,11
base,236,3,2
base,236,4,37
base,236,5,51
base,237,1,37
base,237,2,1
base,237,3,2
base,237,4,34
base,237,5,32
base,238,1,17
base,238,2,1
base,238,3,68
base,238,4,26
base,238,5,36
base,239,1,22
base,239,2,34
base,239,3,37
base,239,4,19
base,239,5,151
base,240,1,2
base,240,2,15
base,240,3,32
base,240,4,160
base,240,5,20
base,241,1,12
base,241,2,37
base,241,3,32
base,241,4,123
base,241,5,31
base,242,1,22
base,242,2,37
base,242,3,3
base,242,4,17
base,242,5,32
base,243,1,71
base,243,2,152
base,243,3,1
base,243,4,15
base,243,5,3
base,244,1,63
base,244,2,9
base,244,3,27
base,244,4,57
base,244,5,32
base,245,1,19
base,245,2,17
base,245,3,113
base,245,4,20
base,245,5,22
base,246,1,27
base,246,2,26
base,246,3,10
base,246,4,36
base,246,5,179
base,247,1,11
base,247,2,9
base,247,3,27
base,247,4,37
base,247,5,50
base,248,1,31
base,248,2,9
base,248,3,37
base,248,4,18
base,248,5,20
base,249,1,161
base,249,2,11
base,249,3,10
base,249,4,18
base,249,5,50
base,250,1,10
base,250,2,15
base,250,3,12
base,250,4,113
base,250,5,2
base,251,1,177
base,251,2,10
base,251,3,32
base,251,4,27
base,251,5,2
base,252,1,31
base,252,2,18
base,252,3,9
base,252,4,20
base,252,5,2
base,253,1,19
base,253,2,34
base,253,3,18
base,253,4,31
base,253,5,12
base,254,1,32
base,254,2,175
base,254,3,20
base,254,4,9
base,254,5,143
base,255,1,32
base,255,2,34
base,255,3,9
base,255,4,36
base,255,5,19
base,256,1,12
base,256,2,11
base,256,3,20
base,256,4,34
base,256,5,26
base,257,1,20
base,257,2,11
base,257,3,9
base,257,4,2
base,257,5,1
base,258,1,18
base,258,2,92
base,258,3,20
base,258,4,37
base,258,5,130
base,259,1,26
base,259,2,11
base,259,3,36
base,259,4,37
base,259,5,31
base,260,1,18
base,260,2,12
base,260,3,36
base,260,4,22
base,260,5,123
base,261,1,3
base,261,2,130
base,261,3,32
base,261,4,18
base,261,5,9
base,262,1,183
base,262,2,31
base,262,3,22
base,262,4,34
base,262,5,11
base,263,1,37
base,263,2,22
base,263,3,178
base,263,4,34
base,263,5,11
base,264,1,10
base,264,2,2
base,264,3,36
base,264,4,12
base,264,5,51
base,265,1,36
base,265,2,15
base,265,3,22
base,265,4,178
base,265,5,32
base,266,1,22
base,266,2,1
base,266,3,36
base,266,4,19
base,266,5,31
base,267,1,19
base,267,2,2
base,267,3,17
base,267,4,1
base,267,5,61
base,268,1,20
base,268,2,27
base,268,3,31
base,268,4,12
base,268,5,15
base,269,1,34
base,269,2,26
base,269,3,31
base,269,4,2
base,269,5,193
base,270,1,130
base,270,2,26
base,270,3,32
base,270,4,3
base,270,5,179
base,271,1,32
base,271,2,19
base,271,3,22
base,271,4,15
base,271,5,36
base,272,1,36
base,272,2,26
base,272,3,20
base,272,4,49
base,272,5,18
base,273,1,18
base,273,2,126
base,273,3,108
base,273,4,9
base,273,5,37
base,274,1,32
base,274,2,17
base,274,3,1
base,274,4,2
base,274,5,19
base,275,1,15
base,275,2,9
base,275,3,19
base,275,4,126
base,275,5,84
base,276,1,12
base,276,2,9
base,276,3,166
base,276,4,142
base,276,5,15
base,277,1,22
base,277,2,19
base,277,3,32
base,277,4,1
base,277,5,37
base,278,1,46
base,278,2,3
base,278,3,22
base,278,4,32
base,278,5,18
base,279,1,18
base,279,2,36
base,279,3,183
base,279,4,132
base,279,5,3
base,280,1,22
base,280,2,36
base,280,3,27
base,280,4,194
base,280,5,17
recsys_only,131,1,169
recsys_only,131,2,20
recsys_only,131,3,37
recsys_only,131,4,183
recsys_only,131,5,17
recsys_only,132,1,50
recsys_only,132,2,12
recsys_only,132,3,69
recsys_only,132,4,63
recsys_only,132,5,46
recsys_only,133,1,110
recsys_only,133,2,107
recsys_only,133,3,111
recsys_only,133,4,104
recsys_only,133,5,109
recsys_only,134,1,12
recsys_only,134,2,63
recsys_only,134,3,69
recsys_only,134,4,50
recsys_only,134,5,81
recsys_only,135,1,36
recsys_only,135,2,61
recsys_only,135,3,62
recsys_only,135,4,102
recsys_only,135,5,34
recsys_only,136,1,36
recsys_only,136,2,61
recsys_only,136,3,62
recsys_only,136,4,102
recsys_only,136,5,34
recsys_only,137,1,36
recsys_only,137,2,61
recsys_only,137,3,34
recsys_only,137,4,53
recsys_only,137,5,71
recsys_only,138,1,3
recsys_only,138,2,62
recsys_only,138,3,59
recsys_only,138,4,36
recsys_only,138,5,48
recsys_only,139,1,17
recsys_only,139,2,169
recsys_only,139,3,20
recsys_only,139,4,37
recsys_only,139,5,93
recsys_only,140,1,36
recsys_only,140,2,61
recsys_only,140,3,62
recsys_only,140,4,102
recsys_only,140,5,165
recsys_only,141,1,2
recsys_only,141,2,133
recsys_only,141,3,166
recsys_only,141,4,110
recsys_only,141,5,111
recsys_only,142,1,17
recsys_only,142,2,93
recsys_only,142,3,151
recsys_only,142,4,18
recsys_only,142,5,20
recsys_only,143,1,36
recsys_only,143,2,61
recsys_only,143,3,62
recsys_only,143,4,102
recsys_only,143,5,34
recsys_only,144,1,17
recsys_only,144,2,176
recsys_only,144,3,18
recsys_only,144,4,34
recsys_only,144,5,20
recsys_only,145,1,36
recsys_only,145,2,62
recsys_only,145,3,61
recsys_only,145,4,17
recsys_only,145,5,102
recsys_only,146,1,2
recsys_only,146,2,108
recsys_only,146,3,106
recsys_only,146,4,152
recsys_only,146,5,57
recsys_only,147,1,2
recsys_only,147,2,10
recsys_only,147,3,26
recsys_only,147,4,110
recsys_only,147,5,104
recsys_only,148,1,17
recsys_only,148,2,20
recsys_only,148,3,37
recsys_only,148,4,93
recsys_only,148,5,151
recsys_only,149,1,36
recsys_only,149,2,61
recsys_only,149,3,62
recsys_only,149,4,102
recsys_only,149,5,34
recsys_only,150,1,9
recsys_only,150,2,22
recsys_only,150,3,46
recsys_only,150,4,32
recsys_only,150,5,84
recsys_only,151,1,1
recsys_only,151,2,11
recsys_only,151,3,9
recsys_only,151,4,113
recsys_only,151,5,119
recsys_only,152,1,17
recsys_only,152,2,18
recsys_only,152,3,34
recsys_only,152,4,19
recsys_only,152,5,20
recsys_only,153,1,17
recsys_only,153,2,93
recsys_only,153,3,20
recsys_only,153,4,151
recsys_only,153,5,34
recsys_only,154,1,17
recsys_only,154,2,102
recsys_only,154,3,10
recsys_only,154,4,15
recsys_only,154,5,20
recsys_only,155,1,36
recsys_only,155,2,61
recsys_only,155,3,62
recsys_only,155,4,102
recsys_only,155,5,34
recsys_only,156,1,17
recsys_only,156,2,20
recsys_only,156,3,37
recsys_only,156,4,93
recsys_only,156,5,102
recsys_only,157,1,36
recsys_only,157,2,61
recsys_only,157,3,62
recsys_only,157,4,102
recsys_only,157,5,34
recsys_only,158,1,36
recsys_only,158,2,61
recsys_only,158,3,62
recsys_only,158,4,34
recsys_only,158,5,189
recsys_only,159,1,36
recsys_only,159,2,61
recsys_only,159,3,62
recsys_only,159,4,102
recsys_only,159,5,34
recsys_only,160,1,1
recsys_only,160,2,17
recsys_only,160,3,11
recsys_only,160,4,22
recsys_only,160,5,9
recsys_only,161,1,3
recsys_only,161,2,59
recsys_only,161,3,62
recsys_only,161,4,76
recsys_only,161,5,2
recsys_only,162,1,17
recsys_only,162,2,93
recsys_only,162,3,102
recsys_only,162,4,18
recsys_only,162,5,34
recsys_only,163,1,50
recsys_only,163,2,69
recsys_only,163,3,12
recsys_only,163,4,63
recsys_only,163,5,165
recsys_only,164,1,9
recsys_only,164,2,84
recsys_only,164,3,22
recsys_only,164,4,32
recsys_only,164,5,46
recsys_only,165,1,2
recsys_only,165,2,133
recsys_only,165,3,166
recsys_only,165,4,57
recsys_only,165,5,109
recsys_only,166,1,2
recsys_only,166,2,133
recsys_only,166,3,166
recsys_only,166,4,110
recsys_only,166,5,108
recsys_only,167,1,36
recsys_only,167,2,61
recsys_only,167,3,62
recsys_only,167,4,102
recsys_only,167,5,34
recsys_only,168,1,36
recsys_only,168,2,61
recsys_only,168,3,62
recsys_only,168,4,102
recsys_only,168,5,34
recsys_only,169,1,36
recsys_only,169,2,61
recsys_only,169,3,62
recsys_only,169,4,102
recsys_only,169,5,34
recsys_only,170,1,69
recsys_only,170,2,50
recsys_only,170,3,12
recsys_only,170,4,165
recsys_only,170,5,63
recsys_only,171,1,106
recsys_only,171,2,108
recsys_only,171,3,2
recsys_only,171,4,133
recsys_only,171,5,130
recsys_only,172,1,9
recsys_only,172,2,84
recsys_only,172,3,103
recsys_only,172,4,22
recsys_only,172,5,26
recsys_only,173,1,9
recsys_only,173,2,84
recsys_only,173,3,22
recsys_only,173,4,46
recsys_only,173,5,32
recsys_only,174,1,9
recsys_only,174,2,84
recsys_only,174,3,22
recsys_only,174,4,32
recsys_only,174,5,46
recsys_only,175,1,17
recsys_only,175,2,93
recsys_only,175,3,151
recsys_only,175,4,18
recsys_only,175,5,34
recsys_only,176,1,12
recsys_only,176,2,50
recsys_only,176,3,69
recsys_only,176,4,81
recsys_only,176,5,63
recsys_only,177,1,36
recsys_only,177,2,61
recsys_only,177,3,62
recsys_only,177,4,34
recsys_only,177,5,102
recsys_only,178,1,22
recsys_only,178,2,9
recsys_only,178,3,32
recsys_only,178,4,46
recsys_only,178,5,84
recsys_only,179,1,12
recsys_only,179,2,50
recsys_only,179,3,69
recsys_only,179,4,81
recsys_only,179,5,63
recsys_only,180,1,36
recsys_only,180,2,61
recsys_only,180,3,62
recsys_only,180,4,34
recsys_only,180,5,53
recsys_only,181,1,20
recsys_only,181,2,37
recsys_only,181,3,17
recsys_only,181,4,10
recsys_only,181,5,15
recsys_only,182,1,2
recsys_only,182,2,133
recsys_only,182,3,166
recsys_only,182,4,104
recsys_only,182,5,111
recsys_only,183,1,26
recsys_only,183,2,2
recsys_only,183,3,9
recsys_only,183,4,10
recsys_only,183,5,22
recsys_only,184,1,2
recsys_only,184,2,133
recsys_only,184,3,166
recsys_only,184,4,108
recsys_only,184,5,111
recsys_only,185,1,169
recsys_only,185,2,183
recsys_only,185,3,20
recsys_only,185,4,37
recsys_only,185,5,9
recsys_only,186,1,1
recsys_only,186,2,11
recsys_only,186,3,17
recsys_only,186,4,3
recsys_only,186,5,34
recsys_only,187,1,36
recsys_only,187,2,61
recsys_only,187,3,62
recsys_only,187,4,102
recsys_only,187,5,34
recsys_only,188,1,9
recsys_only,188,2,84
recsys_only,188,3,103
recsys_only,188,4,26
recsys_only,188,5,22
recsys_only,189,1,9
recsys_only,189,2,84
recsys_only,189,3,22
recsys_only,189,4,32
recsys_only,189,5,46
recsys_only,190,1,107
recsys_only,190,2,111
recsys_only,190,3,109
recsys_only,190,4,110
recsys_only,190,5,104
recsys_only,191,1,111
recsys_only,191,2,110
recsys_only,191,3,104
recsys_only,191,4,107
recsys_only,191,5,109
recsys_only,192,1,2
recsys_only,192,2,152
recsys_only,192,3,57
recsys_only,192,4,1
recsys_only,192,5,11
recsys_only,193,1,12
recsys_only,193,2,50
recsys_only,193,3,69
recsys_only,193,4,81
recsys_only,193,5,63
recsys_only,194,1,9
recsys_only,194,2,84
recsys_only,194,3,22
recsys_only,194,4,32
recsys_only,194,5,46
recsys_only,195,1,36
recsys_only,195,2,61
recsys_only,195,3,62
recsys_only,195,4,2
recsys_only,195,5,102
recsys_only,196,1,9
recsys_only,196,2,84
recsys_only,196,3,103
recsys_only,196,4,43
recsys_only,196,5,118
recsys_only,197,1,9
recsys_only,197,2,145
recsys_only,197,3,84
recsys_only,197,4,22
recsys_only,197,5,26
recsys_only,198,1,36
recsys_only,198,2,62
recsys_only,198,3,61
recsys_only,198,4,17
recsys_only,198,5,1
recsys_only,199,1,12
recsys_only,199,2,50
recsys_only,199,3,69
recsys_only,199,4,81
recsys_only,199,5,63
recsys_only,200,1,9
recsys_only,200,2,145
recsys_only,200,3,22
recsys_only,200,4,84
recsys_only,200,5,26
recsys_only,201,1,20
recsys_only,201,2,37
recsys_only,201,3,169
recsys_only,201,4,15
recsys_only,201,5,17
recsys_only,202,1,110
recsys_only,202,2,107
recsys_only,202,3,111
recsys_only,202,4,104
recsys_only,202,5,109
recsys_only,203,1,36
recsys_only,203,2,61
recsys_only,203,3,62
recsys_only,203,4,34
recsys_only,203,5,102
recsys_only,204,1,62
recsys_only,204,2,36
recsys_only,204,3,61
recsys_only,204,4,102
recsys_only,204,5,34
recsys_only,205,1,17
recsys_only,205,2,20
recsys_only,205,3,37
recsys_only,205,4,169
recsys_only,205,5,93
recsys_only,206,1,17
recsys_only,206,2,18
recsys_only,206,3,34
recsys_only,206,4,19
recsys_only,206,5,53
recsys_only,207,1,2
recsys_only,207,2,133
recsys_only,207,3,166
recsys_only,207,4,108
recsys_only,207,5,111
recsys_only,208,1,22
recsys_only,208,2,31
recsys_only,208,3,9
recsys_only,208,4,86
recsys_only,208,5,46
recsys_only,209,1,17
recsys_only,209,2,1
recsys_only,209,3,22
recsys_only,209,4,180
recsys_only,209,5,11
recsys_only,210,1,2
recsys_only,210,2,57
recsys_only,210,3,152
recsys_only,210,4,1
recsys_only,210,5,11
recsys_only,211,1,1
recsys_only,211,2,11
recsys_only,211,3,17
recsys_only,211,4,22
recsys_only,211,5,20
recsys_only,212,1,17
recsys_only,212,2,102
recsys_only,212,3,93
recsys_only,212,4,20
recsys_only,212,5,10
recsys_only,213,1,2
recsys_only,213,2,133
recsys_only,213,3,108
recsys_only,213,4,166
recsys_only,213,5,110
recsys_only,214,1,20
recsys_only,214,2,37
recsys_only,214,3,17
recsys_only,214,4,10
recsys_only,214,5,61
recsys_only,215,1,2
recsys_only,215,2,133
recsys_only,215,3,166
recsys_only,215,4,111
recsys_only,215,5,104
recsys_only,216,1,108
recsys_only,216,2,106
recsys_only,216,3,2
recsys_only,216,4,20
recsys_only,216,5,133
recsys_only,217,1,3
recsys_only,217,2,59
recsys_only,217,3,62
recsys_only,217,4,48
recsys_only,217,5,20
recsys_only,218,1,48
recsys_only,218,2,59
recsys_only,218,3,18
recsys_only,218,4,17
recsys_only,218,5,1
recsys_only,219,1,36
recsys_only,219,2,61
recsys_only,219,3,62
recsys_only,219,4,102
recsys_only,219,5,34
recsys_only,220,1,1
recsys_only,220,2,11
recsys_only,220,3,17
recsys_only,220,4,22
recsys_only,220,5,18
recsys_only,221,1,9
recsys_only,221,2,84
recsys_only,221,3,22
recsys_only,221,4,46
recsys_only,221,5,32
recsys_only,222,1,69
recsys_only,222,2,12
recsys_only,222,3,50
recsys_only,222,4,81
recsys_only,222,5,63
recsys_only,223,1,22
recsys_only,223,2,9
recsys_only,223,3,46
recsys_only,223,4,32
recsys_only,223,5,84
recsys_only,224,1,1
recsys_only,224,2,11
recsys_only,224,3,9
recsys_only,224,4,119
recsys_only,224,5,66
recsys_only,225,1,36
recsys_only,225,2,61
recsys_only,225,3,189
recsys_only,225,4,34
recsys_only,225,5,62
recsys_only,226,1,36
recsys_only,226,2,61
recsys_only,226,3,62
recsys_only,226,4,102
recsys_only,226,5,34
recsys_only,227,1,111
recsys_only,227,2,104
recsys_only,227,3,110
recsys_only,227,4,109
recsys_only,227,5,107
recsys_only,228,1,22
recsys_only,228,2,9
recsys_only,228,3,32
recsys_only,228,4,46
recsys_only,228,5,84
recsys_only,229,1,27
recsys_only,229,2,101
recsys_only,229,3,15
recsys_only,229,4,106
recsys_only,229,5,111
recsys_only,230,1,36
recsys_only,230,2,61
recsys_only,230,3,34
recsys_only,230,4,189
recsys_only,230,5,53
recsys_only,231,1,12
recsys_only,231,2,50
recsys_only,231,3,69
recsys_only,231,4,81
recsys_only,231,5,63
recsys_only,232,1,12
recsys_only,232,2,50
recsys_only,232,3,69
recsys_only,232,4,81
recsys_only,232,5,63
recsys_only,233,1,17
recsys_only,233,2,93
recsys_only,233,3,151
recsys_only,233,4,18
recsys_only,233,5,34
recsys_only,234,1,12
recsys_only,234,2,50
recsys_only,234,3,69
recsys_only,234,4,81
recsys_only,234,5,73
recsys_only,235,1,17
recsys_only,235,2,151
recsys_only,235,3,93
recsys_only,235,4,18
recsys_only,235,5,34
recsys_only,236,1,9
recsys_only,236,2,84
recsys_only,236,3,22
recsys_only,236,4,1
recsys_only,236,5,46
recsys_only,237,1,15
recsys_only,237,2,27
recsys_only,237,3,108
recsys_only,237,4,104
recsys_only,237,5,101
recsys_only,238,1,2
recsys_only,238,2,133
recsys_only,238,3,166
recsys_only,238,4,108
recsys_only,238,5,111
recsys_only,239,1,102
recsys_only,239,2,2
recsys_only,239,3,17
recsys_only,239,4,22
recsys_only,239,5,9
recsys_only,240,1,9
recsys_only,240,2,145
recsys_only,240,3,26
recsys_only,240,4,84
recsys_only,240,5,22
recsys_only,241,1,2
recsys_only,241,2,133
recsys_only,241,3,166
recsys_only,241,4,108
recsys_only,241,5,111
recsys_only,242,1,2
recsys_only,242,2,108
recsys_only,242,3,106
recsys_only,242,4,152
recsys_only,242,5,57
recsys_only,243,1,9
recsys_only,243,2,84
recsys_only,243,3,22
recsys_only,243,4,46
recsys_only,243,5,32
recsys_only,244,1,2
recsys_only,244,2,133
recsys_only,244,3,166
recsys_only,244,4,108
recsys_only,244,5,106
recsys_only,245,1,36
recsys_only,245,2,62
recsys_only,245,3,61
recsys_only,245,4,102
recsys_only,245,5,34
recsys_only,246,1,26
recsys_only,246,2,9
recsys_only,246,3,2
recsys_only,246,4,10
recsys_only,246,5,145
recsys_only,247,1,18
recsys_only,247,2,34
recsys_only,247,3,17
recsys_only,247,4,19
recsys_only,247,5,53
recsys_only,248,1,108
recsys_only,248,2,106
recsys_only,248,3,2
recsys_only,248,4,133
recsys_only,248,5,130
recsys_only,249,1,9
recsys_only,249,2,84
recsys_only,249,3,22
recsys_only,249,4,46
recsys_only,249,5,32
recsys_only,250,1,69
recsys_only,250,2,50
recsys_only,250,3,12
recsys_only,250,4,63
recsys_only,250,5,165
recsys_only,251,1,111
recsys_only,251,2,109
recsys_only,251,3,107
recsys_only,251,4,104
recsys_only,251,5,110
recsys_only,252,1,36
recsys_only,252,2,61
recsys_only,252,3,62
recsys_only,252,4,34
recsys_only,252,5,102
recsys_only,253,1,9
recsys_only,253,2,84
recsys_only,253,3,22
recsys_only,253,4,32
recsys_only,253,5,46
recsys_only,254,1,36
recsys_only,254,2,61
recsys_only,254,3,62
recsys_only,254,4,102
recsys_only,254,5,34
recsys_only,255,1,12
recsys_only,255,2,50
recsys_only,255,3,69
recsys_only,255,4,81
recsys_only,255,5,63
recsys_only,256,1,2
recsys_only,256,2,57
recsys_only,256,3,152
recsys_only,256,4,143
recsys_only,256,5,10
recsys_only,257,1,12
recsys_only,257,2,50
recsys_only,257,3,69
recsys_only,257,4,81
recsys_only,257,5,63
recsys_only,258,1,9
recsys_only,258,2,84
recsys_only,258,3,22
recsys_only,258,4,46
recsys_only,258,5,32
recsys_only,259,1,22
recsys_only,259,2,9
recsys_only,259,3,46
recsys_only,259,4,32
recsys_only,259,5,84
recsys_only,260,1,36
recsys_only,260,2,62
recsys_only,260,3,2
recsys_only,260,4,61
recsys_only,260,5,17
recsys_only,261,1,36
recsys_only,261,2,61
recsys_only,261,3,62
recsys_only,261,4,34
recsys_only,261,5,102
recsys_only,262,1,9
recsys_only,262,2,145
recsys_only,262,3,22
recsys_only,262,4,84
recsys_only,262,5,26
recsys_only,263,1,169
recsys_only,263,2,183
recsys_only,263,3,20
